name,year,dob,minutes
Desiree Scott,2018,1987-07-31,1810.0
Desiree Scott,2019,1987-07-31,1530.0
Desiree Scott,2021,1987-07-31,908.0
Desiree Scott,2022,1987-07-31,1597.0
Desiree Scott,2024,1987-07-31,127.0
Devon Kerr,2022,1997-07-03,270.0
Deyna Castellanos,2024,1999-04-18,1060.0
DiDi Haračić,2017,1992-04-12,630.0
DiDi Haračić,2018,1992-04-12,180.0
DiDi Haračić,2019,1992-04-12,450.0
DiDi Haračić,2021,1992-04-12,675.0
DiDi Haračić,2022,1992-04-12,1890.0
DiDi Haračić,2023,1992-04-12,1620.0
DiDi Haračić,2024,1992-04-12,2070.0
Diana Matheson,2016,1984-04-06,799.0
Diana Matheson,2018,1984-04-06,1396.0
Diana Ordóñez,2022,2001-09-26,1392.0
Diana Ordóñez,2023,2001-09-26,1332.0
Diana Ordóñez,2024,2001-09-26,1720.0
Diane Caldwell,2021,1988-09-11,603.0
Domi Richardson,2016,1992-10-18,54.0
Domi Richardson,2017,1992-10-18,630.0
Domi Richardson,2018,1992-10-18,1356.0
Domi Richardson,2019,1992-10-18,509.0
Domi Richardson,2021,1992-10-18,129.0
Domi Richardson,2022,1992-10-18,15.0
Dorian Bailey,2019,1997-01-28,1223.0
Dorian Bailey,2021,1997-01-28,1488.0
Dorian Bailey,2022,1997-01-28,1086.0
Dorian Bailey,2023,1997-01-28,1274.0
Dorian Bailey,2024,1997-01-28,1677.0
Dzsenifer Marozsán,2021,1992-04-18,1392.0
Ebony Salmon,2021,2001-01-27,1243.0
Ebony Salmon,2022,2001-01-27,1050.0
Ebony Salmon,2023,2001-01-27,905.0
Elexa Bahr,2024,1998-05-26,1051.0
Elin Rubensson,2024,1993-05-11,1021.0
Elise Kellond-Knight,2019,1990-08-10,450.0
Elise Krieghoff,2016,1993-11-18,142.0
Elise Thorsnes,2018,1988-08-14,353.0
Elizabeth Addo,2018,1993-09-01,692.0
Elizabeth Ball,2018,1995-10-19,101.0
Elizabeth Ball,2019,1995-10-19,1089.0
Elizabeth Ball,2021,1995-10-19,1363.0
Elizabeth Ball,2022,1995-10-19,1715.0
Elizabeth Ball,2023,1995-10-19,963.0
Elizabeth Ball,2024,1995-10-19,1216.0
Elizabeth Brandon,2019,1996-09-27,1.0
Elizabeth Eddy,2016,1991-09-13,1753.0
Elizabeth Eddy,2017,1991-09-13,55.0
Elizabeth Eddy,2018,1991-09-13,94.0
Elizabeth Eddy,2019,1991-09-13,1346.0
Elizabeth Eddy,2021,1991-09-13,562.0
Elizabeth Eddy,2022,1991-09-13,592.0
Elizabeth Eddy,2023,1991-09-13,52.0
Elizabeth Eddy,2024,1991-09-13,29.0
Elizabeth Stout,2016,1990-06-16,868.0
Ella Dederick,2021,1996-07-27,111.0
Ella Stevens,2021,1997-12-11,58.0
Ella Stevens,2022,1997-12-11,769.0
Ella Stevens,2023,1997-12-11,1307.0
Ella Stevens,2024,1997-12-11,1163.0
Elli Burris,2016,1989-08-10,1284.0
Elli Burris,2017,1989-08-10,101.0
Elli Pikkujämsä,2023,1999-10-24,1242.0
Elli Pikkujämsä,2024,1999-10-24,252.0
Ellie Brush,2016,1988-08-19,1336.0
Ellie Carpenter,2018,2000-04-28,1299.0
Ellie Carpenter,2019,2000-04-28,1221.0
Ellie Jean,2022,1997-01-31,655.0
Ellie Jean,2023,1997-01-31,957.0
Ellie Jean,2024,1997-01-31,591.0
Ellie Wheeler,2024,2001-12-14,1421.0
Elyse Bennett,2022,1999-12-27,1644.0
Elyse Bennett,2023,1999-12-27,1376.0
Elyse Bennett,2024,1999-12-27,526.0
Emeri Adames,2024,2006-04-03,535.0
Emilie Haavi,2017,1992-06-16,458.0
Emily Boyd,2018,1996-07-25,180.0
Emily Boyd,2019,1996-07-25,900.0
Emily Boyd,2021,1996-07-25,90.0
Emily Boyd,2022,1996-07-25,270.0
Emily Boyd,2023,1996-07-25,180.0
Emily Curran,2019,1996-08-05,92.0
Emily Curran,2021,1996-08-05,475.0
Emily Curran,2022,1996-08-05,612.0
Emily Fox,2021,1998-07-05,1856.0
Emily Fox,2022,1998-07-05,1473.0
Emily Fox,2023,1998-07-05,1513.0
Emily Gray,2022,2000-10-05,176.0
Emily Gray,2024,2000-10-05,2.0
Emily Menges,2016,1992-07-28,1800.0
Emily Menges,2017,1992-07-28,2063.0
Emily Menges,2018,1992-07-28,1305.0
Emily Menges,2019,1992-07-28,1665.0
Emily Menges,2021,1992-07-28,1749.0
Emily Menges,2022,1992-07-28,366.0
Emily Menges,2023,1992-07-28,1401.0
Emily Menges,2024,1992-07-28,2284.0
Emily Sams,2023,1999-07-01,1977.0
Emily Sams,2024,1999-07-01,2185.0
Emily Sonnett,2016,1993-11-25,1350.0
Emily Sonnett,2017,1993-11-25,2160.0
Emily Sonnett,2018,1993-11-25,1755.0
Emily Sonnett,2019,1993-11-25,1088.0
Emily Sonnett,2021,1993-11-25,1263.0
Emily Sonnett,2022,1993-11-25,841.0
Emily Sonnett,2023,1993-11-25,1677.0
Emily Sonnett,2024,1993-11-25,2158.0
Emily van Egmond,2018,1993-07-12,1098.0
Emily van Egmond,2019,1993-07-12,628.0
Emily van Egmond,2021,1993-07-12,59.0
Emily van Egmond,2022,1993-07-12,1935.0
Emily van Egmond,2023,1993-07-12,766.0
Emily van Egmond,2024,1993-07-12,1887.0
Emina Ekić,2021,1999-06-06,838.0
Emina Ekić,2022,1999-06-06,1342.0
Emina Ekić,2023,1999-06-06,8.0
Emma Sears,2024,2001-02-23,1480.0
Erica Skroski,2016,1994-02-14,1798.0
Erica Skroski,2017,1994-02-14,1762.0
Erica Skroski,2018,1994-02-14,1654.0
Erica Skroski,2019,1994-02-14,2115.0
Erica Skroski,2021,1994-02-14,566.0
Erika Tymrak,2016,1991-08-07,1164.0
Erika Tymrak,2017,1991-08-07,396.0
Erika Tymrak,2018,1991-08-07,480.0
Erika Tymrak,2019,1991-08-07,531.0
Erika Tymrak,2021,1991-08-07,576.0
Erika Tymrak,2022,1991-08-07,876.0
Erika Tymrak,2023,1991-08-07,806.0
Erin Greening,2019,1997-06-20,1438.0
Erin McLeod,2021,1983-02-26,473.0
Erin McLeod,2022,1983-02-26,1800.0
Erin Simon,2016,1994-08-19,1590.0
Erin Simon,2017,1994-08-19,516.0
Erin Simon,2021,1994-08-19,1352.0
Erin Simon,2022,1994-08-19,157.0
Erin Yenney,2018,1992-10-20,27.0
Esme Morgan,2024,2000-10-18,449.0
Estefanía Banini,2016,1990-06-21,887.0
Estefanía Banini,2017,1990-06-21,546.0
Estefanía Banini,2018,1990-06-21,891.0
Estelle Johnson,2016,1988-07-21,990.0
Estelle Johnson,2017,1988-07-21,1680.0
Estelle Johnson,2018,1988-07-21,1890.0
Estelle Johnson,2019,1988-07-21,1305.0
Estelle Johnson,2021,1988-07-21,1663.0
Estelle Johnson,2022,1988-07-21,1288.0
Esther González,2023,1992-12-08,340.0
Esther González,2024,1992-12-08,1581.0
Eugénie Le Sommer,2021,1989-05-18,1218.0
Eunice Beckmann,2016,1992-02-08,658.0
Evelina Duljan,2024,2003-05-12,174.0
Felicitas Rauch,2024,1996-04-30,1889.0
Frances Silva,2016,1992-11-02,990.0
Francisca Gabriela Morais da Rocha,2019,1994-04-05,36.0
Francisca Ordega,2016,1993-10-19,630.0
Francisca Ordega,2017,1993-10-19,921.0
Francisca Ordega,2018,1993-10-19,1192.0
Frankie Tagliaferri,2022,1999-01-18,147.0
Frankie Tagliaferri,2023,1999-01-18,261.0
Frankie Tagliaferri,2024,1999-01-18,267.0
Frannie Crouse,2018,1995-09-21,27.0
Freja Olofsson,2021,1998-05-24,1711.0
Freja Olofsson,2022,1998-05-24,833.0
Fuka Nagano,2022,1999-03-09,824.0
Ga-Eul Jeon,2016,1988-09-14,86.0
Gabby Provenzano,2022,1999-08-07,121.0
Gabby Seiler,2019,1994-09-14,1123.0
Gabby Seiler,2021,1994-09-14,1455.0
Gabrielle Carle,2023,1998-10-12,1899.0
Gabrielle Carle,2024,1998-10-12,2023.0
Gaby Vincent,2019,1997-12-07,688.0
Gaby Vincent,2021,1997-12-07,975.0
Gaby Vincent,2022,1997-12-07,23.0
Gaëtane Thiney,2021,1985-10-28,578.0
Gemma Bonner,2021,1991-07-13,1156.0
Gemma Bonner,2022,1991-07-13,1800.0
Ghoutia Karchouni,2016,1995-05-29,100.0
Gina Lewandowski,2019,1985-04-13,1079.0
Gina Lewandowski,2021,1985-04-13,1768.0
Gina Lewandowski,2022,1985-04-13,100.0
Gisele Thompson,2024,2005-12-02,887.0
Gunny Jónsdóttir,2018,1988-09-28,2160.0
Gunny Jónsdóttir,2019,1988-09-28,1795.0
Gunny Jónsdóttir,2021,1988-09-28,2068.0
Gunny Jónsdóttir,2022,1988-09-28,981.0
Hailie Mace,2021,1997-03-24,1109.0
Hailie Mace,2022,1997-03-24,1508.0
Hailie Mace,2023,1997-03-24,1432.0
Hailie Mace,2024,1997-03-24,1804.0
Hal Hershfelt,2024,2002-10-03,2079.0
Haley Bugeja,2022,2004-05-05,71.0
Haley Bugeja,2023,2004-05-05,23.0
Haley Hopkins,2023,1998-12-21,427.0
Haley Hopkins,2024,1998-12-21,1469.0
Haley Kopmeyer,2016,1990-06-28,944.0
Haley Kopmeyer,2017,1990-06-28,1800.0
Haley Kopmeyer,2018,1990-06-28,270.0
Haley Kopmeyer,2019,1990-06-28,900.0
Haley McCutcheon,2018,1996-02-22,1464.0
Haley McCutcheon,2019,1996-02-22,1947.0
Haley McCutcheon,2021,1996-02-22,1860.0
Haley McCutcheon,2022,1996-02-22,1465.0
Haley McCutcheon,2023,1996-02-22,1955.0
Haley McCutcheon,2024,1996-02-22,1700.0
Halimatu Ayinde,2016,1995-05-16,45.0
Hanna Glas,2024,1993-04-16,477.0
Hanna Lundkvist,2024,2002-07-17,1817.0
Hannah Betfort,2021,1999-01-04,1.0
Hannah Betfort,2022,1999-01-04,140.0
Hannah Betfort,2023,1999-01-04,475.0
Hannah Betfort,2024,1999-01-04,1674.0
Hannah Diaz,2021,1996-02-17,47.0
Havana Solaun,2016,1993-02-23,274.0
Havana Solaun,2017,1993-02-23,1729.0
Havana Solaun,2018,1993-02-23,496.0
Havana Solaun,2021,1993-02-23,1250.0
Havana Solaun,2022,1993-02-23,30.0
Havana Solaun,2023,1993-02-23,186.0
Havana Solaun,2024,1993-02-23,165.0
Hayley Jean Dowd,2017,1994-09-07,25.0
Hayley Raso,2016,1994-09-05,751.0
Hayley Raso,2017,1994-09-05,1784.0
Hayley Raso,2018,1994-09-05,774.0
Hayley Raso,2019,1994-09-05,1041.0
Heather Hinz,2024,2001-06-27,90.0
Heather O'Reilly Werry,2016,1985-01-02,1206.0
Heather O'Reilly Werry,2018,1985-01-02,261.0
Heather O'Reilly Werry,2019,1985-01-02,437.0
Heather Stainbrook,2024,2001-03-14,439.0
Hildah Magaia,2024,1994-12-16,45.0
Hillary Beall,2024,1999-01-27,117.0
Hina Sugita,2022,1997-01-31,1738.0
Hina Sugita,2023,1997-01-31,1311.0
Hina Sugita,2024,1997-01-31,1667.0
Hope Breslin,2022,1999-03-10,77.0
Hope Solo,2016,1981-07-30,720.0
Ifeoma Onumonu,2017,1994-02-25,509.0
Ifeoma Onumonu,2018,1994-02-25,311.0
Ifeoma Onumonu,2019,1994-02-25,995.0
Ifeoma Onumonu,2021,1994-02-25,1799.0
Ifeoma Onumonu,2022,1994-02-25,1121.0
Ifeoma Onumonu,2023,1994-02-25,370.0
Ifeoma Onumonu,2024,1994-02-25,108.0
Imani Dorsey,2018,1996-03-21,1047.0
Imani Dorsey,2019,1996-03-21,1959.0
Imani Dorsey,2021,1996-03-21,1193.0
Imani Dorsey,2022,1996-03-21,1689.0
Imani Dorsey,2024,1996-03-21,135.0
Inès Jaurena,2023,1991-05-14,916.0
Isabella Obaze,2024,2002-10-30,1018.0
Izzy D'Aquila,2023,2001-09-08,336.0
Izzy D'Aquila,2024,2001-09-08,453.0
Izzy Rodriguez,2022,1999-04-13,311.0
Izzy Rodriguez,2023,1999-04-13,1250.0
Izzy Rodriguez,2024,1999-04-13,1514.0
Jada Talley,2022,1999-02-20,5.0
Jaedyn Shaw,2022,2004-11-20,263.0
Jaedyn Shaw,2023,2004-11-20,1497.0
Jaedyn Shaw,2024,2004-11-20,1252.0
Jaelene Daniels,2016,1993-05-28,1327.0
Jaelene Daniels,2017,1993-05-28,1774.0
Jaelene Daniels,2018,1993-05-28,1779.0
Jaelene Daniels,2019,1993-05-28,2160.0
Jaelene Daniels,2022,1993-05-28,781.0
Jaelin Howell,2022,1999-11-21,1902.0
Jaelin Howell,2023,1999-11-21,1304.0
Jaelin Howell,2024,1999-11-21,1177.0
Jami-Ann Kranich,2016,1992-05-27,810.0
Jamia Fields,2016,1993-09-24,627.0
Jamia Fields,2017,1993-09-24,596.0
Jamia Fields,2019,1993-09-24,432.0
Jamia Fields,2021,1993-09-24,407.0
Jamia Fields,2022,1993-09-24,45.0
Jamie Shepherd,2024,2000-10-09,156.0
Jane Campbell,2017,1995-02-17,1440.0
Jane Campbell,2018,1995-02-17,2160.0
Jane Campbell,2019,1995-02-17,2160.0
Jane Campbell,2021,1995-02-17,1620.0
Jane Campbell,2022,1995-02-17,1890.0
Jane Campbell,2023,1995-02-17,1942.0
Jane Campbell,2024,1995-02-17,2250.0
Janelle Kalyn Flaws,2016,1991-11-15,45.0
Janice Cayman,2016,1988-10-12,96.0
Janine Beckie,2016,1994-08-20,917.0
Janine Beckie,2017,1994-08-20,1828.0
Janine Beckie,2018,1994-08-20,1046.0
Janine Beckie,2022,1994-08-20,856.0
Janine Beckie,2024,1994-08-20,1611.0
Janine van Wyk,2017,1987-04-17,1472.0
Janine van Wyk,2018,1987-04-17,1719.0
Jasmyne Spencer,2016,1990-08-27,1564.0
Jasmyne Spencer,2017,1990-08-27,1099.0
Jasmyne Spencer,2018,1990-08-27,949.0
Jasmyne Spencer,2019,1990-08-27,26.0
Jasmyne Spencer,2021,1990-08-27,874.0
Jasmyne Spencer,2022,1990-08-27,876.0
Jasmyne Spencer,2023,1990-08-27,720.0
Jasmyne Spencer,2024,1990-08-27,1625.0
Jaycie Johnson,2018,1995-04-18,5.0
Jaycie Johnson,2019,1995-04-18,21.0
Jaycie Johnson,2021,1995-04-18,63.0
Jaycie Johnson,2022,1995-04-18,12.0
Jen Beattie,2024,1991-05-13,415.0
Jen Buczkowski,2016,1985-04-04,426.0
Jen Hoy,2016,1991-01-18,673.0
Jen Hoy,2017,1991-01-18,635.0
Jen Hoy,2018,1991-01-18,217.0
Jen Hoy,2019,1991-01-18,960.0
Jenna Bike,2022,1998-02-02,228.0
Jenna Bike,2023,1998-02-02,424.0
Jenna Bike,2024,1998-02-02,1332.0
Jenna Butler,2024,2000-01-28,1.0
Jenna Nighswonger,2023,2000-11-28,1526.0
Jenna Nighswonger,2024,2000-11-28,2012.0
Jenna Szczesny,2019,1997-05-17,16.0
Jenna Winebrenner,2022,1999-03-01,534.0
Jenna Winebrenner,2023,1999-03-01,440.0
Jennifer Cudjoe,2021,1994-03-07,810.0
Jennifer Cudjoe,2022,1994-03-07,298.0
Jennifer Skogerboe,2016,1992-06-08,210.0
Jess Carter,2024,1997-10-27,853.0
Jess Fishlock,2016,1987-01-14,1390.0
Jess Fishlock,2017,1987-01-14,1743.0
Jess Fishlock,2018,1987-01-14,1542.0
Jess Fishlock,2019,1987-01-14,414.0
Jess Fishlock,2021,1987-01-14,1805.0
Jess Fishlock,2022,1987-01-14,1555.0
Jess Fishlock,2023,1987-01-14,1304.0
Jess Fishlock,2024,1987-01-14,1400.0
Jess McDonald,2016,1988-02-28,1665.0
Jess McDonald,2017,1988-02-28,1063.0
Jess McDonald,2018,1988-02-28,1686.0
Jess McDonald,2019,1988-02-28,860.0
Jess McDonald,2021,1988-02-28,1578.0
Jess McDonald,2022,1988-02-28,1739.0
Jess McDonald,2023,1988-02-28,255.0
Jessie Fleming,2024,1998-03-11,1709.0
Ji So-Yun,2024,1991-02-21,2047.0
Jill Aguilera,2022,1998-01-05,573.0
Jill Aguilera,2023,1998-01-05,176.0
Jimena López,2021,1999-01-30,9.0
Jimena López,2022,1999-01-30,411.0
Joanna Boyles,2019,1995-11-13,1379.0
Joanna Lohman,2016,1982-06-26,1538.0
Joanna Lohman,2017,1982-06-26,22.0
Joanna Lohman,2018,1982-06-26,429.0
Jodie Taylor,2018,1986-05-17,2088.0
Jodie Taylor,2019,1986-05-17,1237.0
Jodie Taylor,2021,1986-05-17,960.0
Jodie Taylor,2022,1986-05-17,558.0
Joelle Anderson,2022,1998-10-06,184.0
Joelle Anderson,2023,1998-10-06,1083.0
Joelle Anderson,2024,1998-10-06,915.0
Jordan Baggett,2019,1996-10-28,1747.0
Jordan Baggett,2021,1996-10-28,73.0
Jordan Baggett,2022,1996-10-28,480.0
Jordan Baggett,2023,1996-10-28,246.0
Jordan Baggett,2024,1996-10-28,85.0
Jordan Brewster,2024,1999-09-27,9.0
Jordyn Bugg,2024,2006-08-11,495.0
Jordyn Huitema,2022,2001-05-08,758.0
Jordyn Huitema,2023,2001-05-08,1416.0
Jordyn Huitema,2024,2001-05-08,1509.0
Jordyn Listro,2021,1995-08-10,222.0
Jordyn Listro,2022,1995-08-10,1233.0
Jordyn Listro,2023,1995-08-10,561.0
Jorian Baucom,2021,1996-08-04,401.0
Jorian Baucom,2022,1996-08-04,96.0
Josée Bélanger,2016,1986-05-14,1082.0
Julia Ashley,2021,1996-11-11,648.0
Julia Ashley,2022,1996-11-11,149.0
Julia Bianchi,2023,1997-10-07,1334.0
Julia Bianchi,2024,1997-10-07,783.0
Julia Grosso,2024,2000-10-29,857.0
Julia Lester,2022,1998-01-16,1554.0
Julia Lester,2023,1998-01-16,1120.0
Julia Lester,2024,1998-01-16,211.0
Julia Roddar,2021,1992-02-16,683.0
Julia Roddar,2022,1992-02-16,1276.0
Julia Spetsmark,2019,1989-06-30,286.0
Julie Doyle,2019,1996-12-31,1116.0
Julie Doyle,2019,1998-08-30,1116.0
Julie Doyle,2022,1996-12-31,690.0
Julie Doyle,2022,1998-08-30,690.0
Julie Doyle,2023,1996-12-31,832.0
Julie Doyle,2023,1998-08-30,832.0
Julie Doyle,2024,1996-12-31,1377.0
Julie Doyle,2024,1998-08-30,1377.0
Julie Ertz,2016,1992-04-06,1080.0
Julie Ertz,2017,1992-04-06,1932.0
Julie Ertz,2018,1992-04-06,1126.0
Julie Ertz,2019,1992-04-06,1260.0
Julie Ertz,2021,1992-04-06,29.0
Julie Ertz,2023,1992-04-06,574.0
Julie King,2016,1989-10-21,1524.0
Julie King,2017,1989-10-21,1890.0
Julie King,2019,1989-10-21,133.0
Jun Endo,2022,2000-05-24,1925.0
Jun Endo,2023,2000-05-24,909.0
Jyllissa Harris,2023,2000-04-08,7.0
Jyllissa Harris,2024,2000-04-08,804.0
Jéssica Silva,2021,1994-12-11,548.0
Jéssica Silva,2024,1994-12-11,59.0
Kailen Sheridan,2017,1995-07-16,1980.0
Kailen Sheridan,2018,1995-07-16,2070.0
Kailen Sheridan,2019,1995-07-16,1710.0
Kailen Sheridan,2021,1995-07-16,1440.0
Kailen Sheridan,2022,1995-07-16,1619.0
Kailen Sheridan,2023,1995-07-16,1709.0
Kailen Sheridan,2024,1995-07-16,2220.0
Kaitlyn Savage,2016,1990-10-27,360.0
Kaitlyn Torpey,2024,2000-03-17,513.0
Kaleigh Kurtz,2018,1994-09-09,540.0
Kaleigh Kurtz,2019,1994-09-09,810.0
Kaleigh Kurtz,2021,1994-09-09,1890.0
Kaleigh Kurtz,2022,1994-09-09,1980.0
Kaleigh Kurtz,2023,1994-09-09,1942.0
Kaleigh Kurtz,2024,1994-09-09,2340.0
Kaleigh Riehl,2021,1996-10-21,1684.0
Kaleigh Riehl,2022,1996-10-21,1677.0
Kaleigh Riehl,2023,1996-10-21,1632.0
Kaleigh Riehl,2024,1996-10-21,1260.0
Karen Bardsley,2021,1984-10-14,266.0
Karina Rodríguez,2021,1999-03-02,31.0
Karina Rodríguez,2022,1999-03-02,340.0
Kassey Kallman,2016,1992-05-06,1800.0
Kassey Kallman,2017,1992-05-06,1400.0
Kat Williamson,2016,1989-08-01,198.0
Kate Del Fava,2021,1998-07-23,393.0
Kate Del Fava,2022,1998-07-23,1706.0
Kate Del Fava,2023,1998-07-23,1829.0
Kate Del Fava,2024,1998-07-23,2340.0
Kate Wiesner,2024,2001-02-11,513.0
Katelyn Rowland,2016,1994-03-16,540.0
Katelyn Rowland,2017,1994-03-16,1440.0
Katelyn Rowland,2018,1994-03-16,1620.0
Katelyn Rowland,2019,1994-03-16,540.0
Katelyn Rowland,2021,1994-03-16,450.0
Katelyn Rowland,2022,1994-03-16,360.0
Katelyn Rowland,2023,1994-03-16,180.0
Katelyn Rowland,2024,1994-03-16,1800.0
Katherine Reynolds,2016,1987-09-14,1671.0
Katherine Reynolds,2017,1987-09-14,883.0
Katherine Reynolds,2018,1987-09-14,1419.0
Katherine Reynolds,2019,1987-09-14,1652.0
Katie Bowen,2016,1994-04-15,959.0
Katie Bowen,2017,1994-04-15,1058.0
Katie Bowen,2018,1994-04-15,1433.0
Katie Bowen,2019,1994-04-15,1504.0
Katie Bowen,2021,1994-04-15,1195.0
Katie Bowen,2022,1994-04-15,91.0
Katie Cousins,2022,1996-09-25,1.0
Katie Johnson,2017,1994-09-14,798.0
Katie Johnson,2018,1994-09-14,1166.0
Katie Johnson,2019,1994-09-14,1046.0
Katie Johnson,2021,1994-09-14,879.0
Katie Johnson,2022,1994-09-14,522.0
Katie Johnson,2023,1994-09-14,713.0
Katie Johnson,2024,1994-09-14,85.0
Katie Lind,2016,1994-02-15,861.0
Katie Lind,2017,1994-02-15,1958.0
Katie Lind,2018,1994-02-15,2059.0
Katie Lind,2019,1994-02-15,1585.0
Katie Lind,2021,1994-02-15,2160.0
Katie Lind,2022,1994-02-15,1980.0
Katie Lind,2023,1994-02-15,1387.0
Katie Lund,2021,1996-11-27,360.0
Katie Lund,2022,1996-11-27,1980.0
Katie Lund,2023,1996-11-27,1980.0
Katie Lund,2024,1996-11-27,2340.0
Katie McClure,2021,1998-03-14,555.0
Katie Schoepfer,2016,1988-11-10,597.0
Katie Stengel,2016,1992-02-29,929.0
Katie Stengel,2017,1992-02-29,778.0
Katie Stengel,2018,1992-02-29,1142.0
Katie Stengel,2019,1992-02-29,1476.0
Katie Stengel,2021,1992-02-29,8.0
Katie Stengel,2023,1992-02-29,420.0
Katie Stengel,2024,1992-02-29,829.0
Katie Zelem,2024,1996-01-20,746.0
Katrina Gorry,2018,1992-08-13,1069.0
Kayla Fischer,2023,2000-01-05,460.0
Kayla Fischer,2024,2000-01-05,1128.0
Kayla McKenna,2019,1996-09-03,54.0
Kayla Mills,2017,1995-11-08,1161.0
Kayla Sharples,2019,1997-06-17,13.0
Kayla Sharples,2021,1997-06-17,1079.0
Kayla Sharples,2022,1997-06-17,653.0
Kayla Sharples,2023,1997-06-17,695.0
Kayla Sharples,2024,1997-06-17,1818.0
Kaylie Collins,2023,1998-05-17,90.0
Kaylyn Kyle,2016,1988-10-06,1441.0
Kealia Ohai Watt,2016,1992-01-31,1626.0
Kealia Ohai Watt,2017,1992-01-31,863.0
Kealia Ohai Watt,2018,1992-01-31,1438.0
Kealia Ohai Watt,2019,1992-01-31,1801.0
Kealia Ohai Watt,2021,1992-01-31,1902.0
Keelin Winters,2016,1988-12-09,1750.0
Kelcie Hedge,2021,1997-09-19,38.0
Kelcie Hedge,2022,1997-09-19,160.0
Kelcie Hedge,2023,1997-09-19,1.0
Kelley O'Hara,2016,1988-08-04,1033.0
Kelley O'Hara,2017,1988-08-04,1561.0
Kelley O'Hara,2018,1988-08-04,517.0
Kelley O'Hara,2019,1988-08-04,242.0
Kelley O'Hara,2021,1988-08-04,1080.0
Kelley O'Hara,2022,1988-08-04,375.0
Kelley O'Hara,2023,1988-08-04,643.0
Kelley O'Hara,2024,1988-08-04,81.0
Kelli Hubly,2017,1994-08-09,13.0
Kelli Hubly,2018,1994-08-09,818.0
Kelli Hubly,2019,1994-08-09,251.0
Kelli Hubly,2021,1994-08-09,1163.0
Kelli Hubly,2022,1994-08-09,1980.0
Kelli Hubly,2023,1994-08-09,1561.0
Kelli Hubly,2024,1994-08-09,1719.0
Kelly Conheeney,2016,1991-01-24,588.0
Kelsey Turnbow,2022,1999-01-10,1197.0
Kelsey Turnbow,2023,1999-01-10,145.0
Kelsey Wys,2016,1991-02-04,1080.0
Kelsey Wys,2018,1991-02-04,90.0
Kendall Fletcher,2016,1984-11-06,1755.0
Kendall Fletcher,2021,1984-11-06,2.0
Kendall Johnson,2017,1991-04-24,10.0
Kenie Wright,2019,1997-08-14,187.0
Kennedy Fuller,2024,2007-03-09,975.0
Kennedy Wesley,2024,2001-03-08,1008.0
Kerolin,2022,1999-11-17,1117.0
Kerolin,2023,1999-11-17,1621.0
Kerolin,2024,1999-11-17,234.0
Kerry Abello,2022,1999-09-17,1041.0
Kerry Abello,2023,1999-09-17,1256.0
Kerry Abello,2024,1999-09-17,2112.0
Kiersten Dallstream,2016,1988-03-05,274.0
Kiersten Dallstream,2017,1988-03-05,350.0
Kiersten Dallstream,2018,1988-03-05,163.0
Kiersten Dallstream,2019,1988-03-05,33.0
Kiki Pickett,2021,1999-04-30,1244.0
Kiki Pickett,2022,1999-04-30,63.0
Kiki Pickett,2023,1999-04-30,698.0
Kiki Pickett,2024,1999-04-30,1648.0
Kiki Van Zanten,2024,2001-08-25,107.0
Kim DeCesare,2016,1991-08-11,244.0
Kim Little,2016,1990-06-29,1795.0
Kim Little,2022,1990-06-29,495.0
Kimberly Keever,2018,1995-09-22,728.0
Kimmi Ascanio,2024,2008-01-21,145.0
Kirsten Wright,2022,1998-09-08,886.0
Kirsten Wright,2023,1998-09-08,1212.0
Konya Plummer,2021,1997-08-02,52.0
Kristen Edmonds,2016,1987-05-22,1701.0
Kristen Edmonds,2017,1987-05-22,1802.0
Kristen Edmonds,2018,1987-05-22,1091.0
Kristen Edmonds,2019,1987-05-22,866.0
Kristen Edmonds,2021,1987-05-22,1721.0
Kristen Edmonds,2022,1987-05-22,1759.0
Kristen Edmonds,2023,1987-05-22,1041.0
Kristen Hamilton,2016,1992-04-17,126.0
Kristen Hamilton,2017,1992-04-17,1072.0
Kristen Hamilton,2018,1992-04-17,781.0
Kristen Hamilton,2019,1992-04-17,1313.0
Kristen Hamilton,2021,1992-04-17,1647.0
Kristen Hamilton,2022,1992-04-17,1828.0
Kristen Hamilton,2023,1992-04-17,861.0
Kristen Hamilton,2024,1992-04-17,84.0
Kristen McNabb,2017,1994-04-17,1307.0
Kristen McNabb,2018,1994-04-17,1159.0
Kristen McNabb,2019,1994-04-17,1001.0
Kristen McNabb,2021,1994-04-17,1387.0
Kristen McNabb,2022,1994-04-17,1913.0
Kristen McNabb,2023,1994-04-17,1158.0
Kristen McNabb,2024,1994-04-17,1942.0
Kristie Mewis,2016,1991-02-25,1122.0
Kristie Mewis,2017,1991-02-25,1424.0
Kristie Mewis,2018,1991-02-25,919.0
Kristie Mewis,2019,1991-02-25,1818.0
Kristie Mewis,2021,1991-02-25,1408.0
Kristie Mewis,2022,1991-02-25,1478.0
Kristie Mewis,2023,1991-02-25,1058.0
Kristin Grubka,2016,1992-12-17,1267.0
Kumi Yokoyama,2021,1993-08-13,293.0
Kumi Yokoyama,2022,1993-08-13,203.0
Kyah Simon,2016,1991-06-25,1292.0
Kyah Simon,2018,1991-06-25,948.0
Kyah Simon,2019,1991-06-25,411.0
Kylie Strom,2016,1992-03-18,343.0
Kylie Strom,2021,1992-03-18,350.0
Kylie Strom,2022,1992-03-18,1296.0
Kylie Strom,2023,1992-03-18,1967.0
