name,year,minutes,dob
Christine Nairn,2018,1115.0,1990-09-25
Christine Nairn,2017,1556.0,1990-09-25
Christine Nairn,2016,1858.0,1990-09-25
Christine Sinclair,2022,1064.0,1983-06-12
Christine Sinclair,2022 Challenge Cup,402.0,1983-06-12
Christine Sinclair,2021,1059.0,1983-06-12
Christine Sinclair,2021 Challenge Cup,249.0,1983-06-12
Christine Sinclair,2020 Fall Series,360.0,1983-06-12
Christine Sinclair,2020 Challenge Cup,502.0,1983-06-12
Christine Sinclair,2019,1620.0,1983-06-12
Christine Sinclair,2018,2340.0,1983-06-12
Christine Sinclair,2017,2323.0,1983-06-12
Christine Sinclair,2016,946.0,1983-06-12
Claire Emslie,2022,783.0,1994-03-08
Claire Emslie,2019,773.0,1994-03-08
Claire Falknor,2018,27.0,1993-05-12
Claire Falknor,2017,256.0,1993-05-12
Claire Lavogez,2022,657.0,1994-06-18
Clare Polkinghorne,2019,810.0,1989-02-01
Clare Polkinghorne,2018,782.0,1989-02-01
Clarisse Le Bihan,2022,1098.0,1994-12-14
Courtney Kathryn 'Coco' Goodson,2016,8.0,1990-06-19
Courtney Niemiec,2016,395.0,1992-04-13
Courtney Petersen,2022,1011.0,1997-10-28
Courtney Petersen,2022 Challenge Cup,540.0,1997-10-28
Courtney Petersen,2021,1443.0,1997-10-28
Courtney Petersen,2021 Challenge Cup,103.0,1997-10-28
Courtney Petersen,2020 Fall Series,360.0,1997-10-28
Courtney Raetzman,2016,52.0,1994-04-09
Crystal Dunn,2022,88.0,1992-07-03
Crystal Dunn,2021,801.0,1992-07-03
Crystal Dunn,2021 Challenge Cup,270.0,1992-07-03
Crystal Dunn,2020 Challenge Cup,334.0,1992-07-03
Crystal Dunn,2019,1181.0,1992-07-03
Crystal Dunn,2018,1976.0,1992-07-03
Crystal Dunn,2016,1380.0,1992-07-03
Crystal Thomas,2021,101.0,1994-01-18
Crystal Thomas,2021 Challenge Cup,8.0,1994-01-18
Crystal Thomas,2020 Fall Series,114.0,1994-01-18
Crystal Thomas,2020 Challenge Cup,28.0,1994-01-18
Crystal Thomas,2019,665.0,1994-01-18
Crystal Thomas,2017,25.0,1994-01-18
Dagný Brynjarsdóttir,2019,1654.0,1991-08-10
Dagný Brynjarsdóttir,2017,571.0,1991-08-10
Dagný Brynjarsdóttir,2016,1122.0,1991-08-10
Danica Evans,2020 Fall Series,82.0,1995-06-02
Danica Evans,2019,322.0,1995-06-02
Danica Evans,2018,49.0,1995-06-02
Danica Evans,2017,196.0,1995-06-02
Danielle  Colaprico,2022,1952.0,1993-05-06
Danielle  Colaprico,2022 Challenge Cup,495.0,1993-05-06
Danielle  Colaprico,2021,1037.0,1993-05-06
Danielle  Colaprico,2021 Challenge Cup,298.0,1993-05-06
Danielle  Colaprico,2020 Fall Series,360.0,1993-05-06
Danielle  Colaprico,2020 Challenge Cup,383.0,1993-05-06
Danielle  Colaprico,2019,1740.0,1993-05-06
Danielle  Colaprico,2018,1996.0,1993-05-06
Danielle  Colaprico,2017,1902.0,1993-05-06
Danielle  Colaprico,2016,1904.0,1993-05-06
Danielle Schulmann,2016,42.0,1989-12-22
Danielle Weatherholt,2022 Challenge Cup,530.0,1994-03-17
Danielle Weatherholt,2021,851.0,1994-03-17
Danielle Weatherholt,2021 Challenge Cup,225.0,1994-03-17
Danielle Weatherholt,2020 Fall Series,251.0,1994-03-17
Danielle Weatherholt,2020 Challenge Cup,207.0,1994-03-17
Danielle Weatherholt,2019,1341.0,1994-03-17
Danielle Weatherholt,2018,1658.0,1994-03-17
Danielle Weatherholt,2017,1567.0,1994-03-17
Danielle Weatherholt,2016,786.0,1994-03-17
Daphne Corboz,2017,1096.0,1992-06-14
Darian Jenkins,2022,1261.0,1995-01-05
Darian Jenkins,2022 Challenge Cup,456.0,1995-01-05
Darian Jenkins,2021,1277.0,1995-01-05
Darian Jenkins,2021 Challenge Cup,12.0,1995-01-05
Darian Jenkins,2020 Challenge Cup,293.0,1995-01-05
Darian Jenkins,2019,1004.0,1995-01-05
Darian Jenkins,2018,179.0,1995-01-05
Debinha,2022,1580.0,1991-10-20
Debinha,2022 Challenge Cup,624.0,1991-10-20
Debinha,2021,1414.0,1991-10-20
Debinha,2021 Challenge Cup,357.0,1991-10-20
Debinha,2020 Fall Series,360.0,1991-10-20
Debinha,2020 Challenge Cup,419.0,1991-10-20
Debinha,2019,1737.0,1991-10-20
Debinha,2018,1893.0,1991-10-20
Debinha,2017,1469.0,1991-10-20
Delanie Sheehan,2022,326.0,1999-01-13
Delanie Sheehan,2022 Challenge Cup,2.0,1999-01-13
Delanie Sheehan,2021,204.0,1999-01-13
Deneisha Blackwood,2021 Challenge Cup,11.0,1997-03-07
Deneisha Blackwood,2020 Fall Series,197.0,1997-03-07
Denise O'Sullivan,2022,1584.0,1994-02-04
Denise O'Sullivan,2022 Challenge Cup,720.0,1994-02-04
Denise O'Sullivan,2021,1646.0,1994-02-04
Denise O'Sullivan,2021 Challenge Cup,270.0,1994-02-04
Denise O'Sullivan,2020 Challenge Cup,405.0,1994-02-04
Denise O'Sullivan,2019,2158.0,1994-02-04
Denise O'Sullivan,2018,1932.0,1994-02-04
Denise O'Sullivan,2017,1051.0,1994-02-04
Denise O'Sullivan,2016,1313.0,1994-02-04
Desiree Scott,2022,1761.0,1987-07-31
Desiree Scott,2022 Challenge Cup,621.0,1987-07-31
Desiree Scott,2021,907.0,1987-07-31
Desiree Scott,2021 Challenge Cup,194.0,1987-07-31
Desiree Scott,2019,1530.0,1987-07-31
Desiree Scott,2018,1810.0,1987-07-31
Desiree Scott,2017,1713.0,1987-07-31
Desiree Scott,2016,1260.0,1987-07-31
Devon Kerr,2022,270.0,1997-07-03
Devon Kerr,2022 Challenge Cup,45.0,1997-07-03
DiDi Haračić,2022,1890.0,1992-04-12
DiDi Haračić,2022 Challenge Cup,540.0,1992-04-12
DiDi Haračić,2021,585.0,1992-04-12
DiDi Haračić,2021 Challenge Cup,450.0,1992-04-12
DiDi Haračić,2020 Fall Series,45.0,1992-04-12
DiDi Haračić,2019,450.0,1992-04-12
DiDi Haračić,2018,180.0,1992-04-12
DiDi Haračić,2017,630.0,1992-04-12
Diana Matheson,2020 Challenge Cup,202.0,1984-04-06
Diana Matheson,2018,1396.0,1984-04-06
Diana Matheson,2016,891.0,1984-04-06
Diana Ordóñez,2022,1392.0,2001-09-26
Diana Ordóñez,2022 Challenge Cup,185.0,2001-09-26
Diane Evelyn Caldwell,2021,243.0,1988-09-11
Diane Evelyn Caldwell,2021 Challenge Cup,45.0,1988-09-11
Domi Richardson,2022,15.0,1992-10-18
Domi Richardson,2022 Challenge Cup,67.0,1992-10-18
Domi Richardson,2021,129.0,1992-10-18
Domi Richardson,2021 Challenge Cup,62.0,1992-10-18
Domi Richardson,2020 Fall Series,303.0,1992-10-18
Domi Richardson,2020 Challenge Cup,201.0,1992-10-18
Domi Richardson,2019,509.0,1992-10-18
Domi Richardson,2018,1356.0,1992-10-18
Domi Richardson,2017,540.0,1992-10-18
Domi Richardson,2016,54.0,1992-10-18
Dorian Bailey,2022,1086.0,1997-01-28
Dorian Bailey,2022 Challenge Cup,225.0,1997-01-28
Dorian Bailey,2021,1670.0,1997-01-28
Dorian Bailey,2021 Challenge Cup,345.0,1997-01-28
Dorian Bailey,2020 Fall Series,360.0,1997-01-28
Dorian Bailey,2020 Challenge Cup,316.0,1997-01-28
Dorian Bailey,2019,1223.0,1997-01-28
Dzsenifer Marozsán,2021,1315.0,1992-04-18
Ebony Salmon,2022,1126.0,2001-01-27
Ebony Salmon,2022 Challenge Cup,204.0,2001-01-27
Ebony Salmon,2021,1065.0,2001-01-27
Elise Kellond-Knight,2019,450.0,1990-08-10
Elise Krieghoff,2016,142.0,1993-11-18
Elise Thorsnes,2018,353.0,1988-08-14
Elizabeth Addo,2018,698.0,1993-09-01
Elizabeth Ball,2022,1985.0,1995-10-19
Elizabeth Ball,2022 Challenge Cup,432.0,1995-10-19
Elizabeth Ball,2021,1363.0,1995-10-19
Elizabeth Ball,2020 Fall Series,360.0,1995-10-19
Elizabeth Ball,2020 Challenge Cup,348.0,1995-10-19
Elizabeth Ball,2019,1134.0,1995-10-19
Elizabeth Ball,2018,102.0,1995-10-19
Elizabeth Eddy,2022,606.0,1991-09-13
Elizabeth Eddy,2022 Challenge Cup,184.0,1991-09-13
Elizabeth Eddy,2021,563.0,1991-09-13
Elizabeth Eddy,2021 Challenge Cup,76.0,1991-09-13
Elizabeth Eddy,2020 Challenge Cup,186.0,1991-09-13
Elizabeth Eddy,2019,1346.0,1991-09-13
Elizabeth Eddy,2018,94.0,1991-09-13
Elizabeth Eddy,2017,55.0,1991-09-13
Elizabeth Eddy,2016,1993.0,1991-09-13
Elizabeth Stout,2016,868.0,1990-06-16
Ella Dederick,2021,111.0,1996-07-27
Ella Stevens,2022,784.0,1997-12-11
Ella Stevens,2022 Challenge Cup,233.0,1997-12-11
Ella Stevens,2021,29.0,1997-12-11
Ella Stevens,2021 Challenge Cup,10.0,1997-12-11
Ella Stevens,2020 Challenge Cup,90.0,1997-12-11
Elli Reed,2017,101.0,1989-08-10
Elli Reed,2016,1284.0,1989-08-10
Ellie Brush,2016,1336.0,1988-08-19
Ellie Jean,2022,655.0,1997-01-31
Ellie Jean,2022 Challenge Cup,124.0,1997-01-31
Ellie Madison Carpenter,2019,1221.0,2000-04-28
Ellie Madison Carpenter,2018,1478.0,2000-04-28
Elyse Bennett,2022,932.0,1999-12-27
Elyse Bennett,2022 Challenge Cup,397.0,1999-12-27
Emilie Haavi,2017,458.0,1992-06-16
Emily Boyd,2022,270.0,1996-07-25
Emily Boyd,2021,90.0,1996-07-25
Emily Boyd,2020 Challenge Cup,45.0,1996-07-25
Emily Boyd,2019,900.0,1996-07-25
Emily Boyd,2018,180.0,1996-07-25
Emily Fox,2022,1473.0,1998-07-05
Emily Fox,2022 Challenge Cup,478.0,1998-07-05
Emily Fox,2021,1469.0,1998-07-05
Emily Fox,2021 Challenge Cup,326.0,1998-07-05
Emily Gray,2022,177.0,2000-10-05
Emily Gray,2022 Challenge Cup,151.0,2000-10-05
Emily Menges,2022,366.0,1992-07-28
Emily Menges,2022 Challenge Cup,540.0,1992-07-28
Emily Menges,2021,1541.0,1992-07-28
Emily Menges,2021 Challenge Cup,20.0,1992-07-28
Emily Menges,2020 Fall Series,360.0,1992-07-28
Emily Menges,2020 Challenge Cup,405.0,1992-07-28
Emily Menges,2019,1755.0,1992-07-28
Emily Menges,2018,1485.0,1992-07-28
Emily Menges,2017,2243.0,1992-07-28
Emily Menges,2016,1920.0,1992-07-28
Emily Ogle,2022,612.0,1996-08-05
Emily Ogle,2021,112.0,1996-08-05
Emily Ogle,2021 Challenge Cup,155.0,1996-08-05
Emily Ogle,2020 Fall Series,97.0,1996-08-05
Emily Ogle,2020 Challenge Cup,135.0,1996-08-05
Emily Ogle,2019,92.0,1996-08-05
Emily Sonnett,2022,841.0,1993-11-25
Emily Sonnett,2022 Challenge Cup,386.0,1993-11-25
Emily Sonnett,2021,1343.0,1993-11-25
Emily Sonnett,2021 Challenge Cup,180.0,1993-11-25
Emily Sonnett,2019,1178.0,1993-11-25
Emily Sonnett,2018,1934.0,1993-11-25
Emily Sonnett,2017,2340.0,1993-11-25
Emily Sonnett,2016,1470.0,1993-11-25
Emily van Egmond,2022,2145.0,1993-07-12
Emily van Egmond,2022 Challenge Cup,225.0,1993-07-12
Emily van Egmond,2021,59.0,1993-07-12
Emily van Egmond,2019,628.0,1993-07-12
Emily van Egmond,2018,1098.0,1993-07-12
Emina Ekic,2022,670.0,1999-06-06
Emina Ekic,2022 Challenge Cup,318.0,1999-06-06
Emina Ekic,2021,327.0,1999-06-06
Emina Ekic,2021 Challenge Cup,291.0,1999-06-06
Erica Skroski,2021,538.0,1994-02-14
Erica Skroski,2021 Challenge Cup,45.0,1994-02-14
Erica Skroski,2020 Fall Series,180.0,1994-02-14
Erica Skroski,2020 Challenge Cup,131.0,1994-02-14
Erica Skroski,2019,2115.0,1994-02-14
Erica Skroski,2018,1654.0,1994-02-14
Erica Skroski,2017,1672.0,1994-02-14
Erica Skroski,2016,1798.0,1994-02-14
Erika Tymrak,2022,876.0,1991-08-07
Erika Tymrak,2022 Challenge Cup,265.0,1991-08-07
Erika Tymrak,2021,455.0,1991-08-07
Erika Tymrak,2021 Challenge Cup,42.0,1991-08-07
Erika Tymrak,2019,531.0,1991-08-07
Erika Tymrak,2018,480.0,1991-08-07
Erika Tymrak,2017,396.0,1991-08-07
Erika Tymrak,2016,1164.0,1991-08-07
Erin Greening,2019,1438.0,1997-06-20
Erin McLeod,2022,1800.0,1983-02-26
Erin McLeod,2022 Challenge Cup,180.0,1983-02-26
Erin McLeod,2021,473.0,1983-02-26
Erin Simon,2022 Challenge Cup,22.0,1994-08-19
Erin Simon,2021,1026.0,1994-08-19
Erin Simon,2021 Challenge Cup,340.0,1994-08-19
Erin Simon,2020 Fall Series,32.0,1994-08-19
Erin Simon,2020 Challenge Cup,239.0,1994-08-19
Erin Simon,2017,516.0,1994-08-19
Erin Simon,2016,1590.0,1994-08-19
Erin Yenney,2018,27.0,1992-10-20
Estefanía Banini,2018,891.0,1990-06-21
Estefanía Banini,2017,546.0,1990-06-21
Estefanía Banini,2016,1054.0,1990-06-21
Estelle Johnson,2022,1289.0,1988-07-21
Estelle Johnson,2022 Challenge Cup,371.0,1988-07-21
Estelle Johnson,2021,1663.0,1988-07-21
Estelle Johnson,2021 Challenge Cup,170.0,1988-07-21
Estelle Johnson,2020 Fall Series,208.0,1988-07-21
Estelle Johnson,2020 Challenge Cup,372.0,1988-07-21
Estelle Johnson,2019,1305.0,1988-07-21
Estelle Johnson,2018,1890.0,1988-07-21
Estelle Johnson,2017,1680.0,1988-07-21
Estelle Johnson,2016,990.0,1988-07-21
Eugénie Le Sommer,2021,1196.0,1989-05-18
Eunice Beckmann,2016,658.0,1992-02-08
Frances Silva,2016,990.0,1992-11-02
Francisca Gabriela Morais da Rocha,2019,36.0,1994-04-05
Francisca Ordega,2018,1192.0,1993-10-19
Francisca Ordega,2017,921.0,1993-10-19
Francisca Ordega,2016,857.0,1993-10-19
Frankie Tagliaferri,2022,147.0,1999-01-18
Frannie Crouse,2018,27.0,1995-09-21
Freja Olofsson,2022,833.0,1998-05-24
Freja Olofsson,2022 Challenge Cup,364.0,1998-05-24
Freja Olofsson,2021,1372.0,1998-05-24
Freja Olofsson,2021 Challenge Cup,324.0,1998-05-24
Fuka Nagano,2022,824.0,1999-03-09
Ga-Eul Jeon,2016,86.0,1988-09-14
Gabby Provenzano,2022,121.0,1999-08-07
Gabby Provenzano,2022 Challenge Cup,6.0,1999-08-07
Gabby Seiler,2021,957.0,1994-09-14
Gabby Seiler,2021 Challenge Cup,218.0,1994-09-14
Gabby Seiler,2020 Fall Series,20.0,1994-09-14
Gabby Seiler,2020 Challenge Cup,85.0,1994-09-14
Gabby Seiler,2019,1123.0,1994-09-14
Gaby Vincent,2022,23.0,1997-12-07
Gaby Vincent,2022 Challenge Cup,74.0,1997-12-07
Gaby Vincent,2021,795.0,1997-12-07
Gaby Vincent,2021 Challenge Cup,194.0,1997-12-07
Gaby Vincent,2020 Fall Series,72.0,1997-12-07
Gaby Vincent,2019,688.0,1997-12-07
Gaëtane Iza Laure Thiney,2021,524.0,1985-10-28
Gemma Bonner,2022,1800.0,1991-07-13
Gemma Bonner,2022 Challenge Cup,540.0,1991-07-13
Gemma Bonner,2021,976.0,1991-07-13
Ghoutia Karchouni,2016,100.0,1995-05-29
Gina Lewandowski,2022 Challenge Cup,108.0,1985-04-13
Gina Lewandowski,2021,1746.0,1985-04-13
Gina Lewandowski,2021 Challenge Cup,405.0,1985-04-13
Gina Lewandowski,2020 Fall Series,180.0,1985-04-13
Gina Lewandowski,2020 Challenge Cup,540.0,1985-04-13
Gina Lewandowski,2019,1079.0,1985-04-13
Gunny Jónsdóttir,2022,981.0,1988-09-28
Gunny Jónsdóttir,2022 Challenge Cup,471.0,1988-09-28
Gunny Jónsdóttir,2021,1618.0,1988-09-28
Gunny Jónsdóttir,2021 Challenge Cup,180.0,1988-09-28
Gunny Jónsdóttir,2020 Challenge Cup,288.0,1988-09-28
Gunny Jónsdóttir,2019,1795.0,1988-09-28
Gunny Jónsdóttir,2018,2160.0,1988-09-28
Hailey Harbison,2020 Fall Series,126.0,1996-10-03
Hailie Mace,2022,1778.0,1997-03-24
Hailie Mace,2022 Challenge Cup,314.0,1997-03-24
Hailie Mace,2021,1011.0,1997-03-24
Hailie Mace,2021 Challenge Cup,214.0,1997-03-24
Hailie Mace,2020 Challenge Cup,85.0,1997-03-24
Haley Bugeja,2022,71.0,2004-05-05
Haley Hanson,2022,1465.0,1996-02-22
Haley Hanson,2022 Challenge Cup,393.0,1996-02-22
Haley Hanson,2021,1326.0,1996-02-22
Haley Hanson,2021 Challenge Cup,352.0,1996-02-22
Haley Hanson,2020 Fall Series,360.0,1996-02-22
Haley Hanson,2020 Challenge Cup,477.0,1996-02-22
Haley Hanson,2019,1947.0,1996-02-22
Haley Hanson,2018,1464.0,1996-02-22
Haley Kopmeyer,2019,900.0,1990-06-28
Haley Kopmeyer,2018,270.0,1990-06-28
Haley Kopmeyer,2017,1800.0,1990-06-28
Haley Kopmeyer,2016,944.0,1990-06-28
Halimatu Ibrahim Ayinde,2016,45.0,1995-05-16
Hannah Davison,2020 Fall Series,92.0,1997-04-09
Hannah Davison,2020 Challenge Cup,90.0,1997-04-09
Hannah Diaz,2021,40.0,1996-02-17
Havana Solaun,2021,969.0,1993-02-23
Havana Solaun,2021 Challenge Cup,90.0,1993-02-23
Havana Solaun,2020 Fall Series,105.0,1993-02-23
Havana Solaun,2018,496.0,1993-02-23
Havana Solaun,2017,1729.0,1993-02-23
Havana Solaun,2016,274.0,1993-02-23
Hayley Dowd,2017,25.0,1994-09-07
Hayley Raso,2019,1086.0,1994-09-05
Hayley Raso,2018,774.0,1994-09-05
Hayley Raso,2017,1943.0,1994-09-05
Hayley Raso,2016,765.0,1994-09-05
Heather O'Reilly,2019,646.0,1985-01-02
Heather O'Reilly,2018,266.0,1985-01-02
Heather O'Reilly,2016,1206.0,1985-01-02
Hina Sugita,2022,1855.0,1997-01-31
Hina Sugita,2022 Challenge Cup,368.0,1997-01-31
Hope Breslin,2022,78.0,1999-03-10
Hope Breslin,2022 Challenge Cup,43.0,1999-03-10
Hope Solo,2016,720.0,1981-07-30
Ifeoma Onumonu,2022,1121.0,1994-02-25
Ifeoma Onumonu,2022 Challenge Cup,382.0,1994-02-25
Ifeoma Onumonu,2021,1790.0,1994-02-25
Ifeoma Onumonu,2021 Challenge Cup,162.0,1994-02-25
Ifeoma Onumonu,2020 Fall Series,360.0,1994-02-25
Ifeoma Onumonu,2020 Challenge Cup,471.0,1994-02-25
Ifeoma Onumonu,2019,1035.0,1994-02-25
Ifeoma Onumonu,2018,311.0,1994-02-25
Ifeoma Onumonu,2017,509.0,1994-02-25
Imani Dorsey,2022,1689.0,1996-03-21
Imani Dorsey,2022 Challenge Cup,346.0,1996-03-21
Imani Dorsey,2021,1270.0,1996-03-21
Imani Dorsey,2021 Challenge Cup,437.0,1996-03-21
Imani Dorsey,2020 Fall Series,360.0,1996-03-21
Imani Dorsey,2020 Challenge Cup,263.0,1996-03-21
Imani Dorsey,2019,1959.0,1996-03-21
Imani Dorsey,2018,1047.0,1996-03-21
Isabel Rodriguez,2022,353.0,1999-04-13
Isabel Rodriguez,2022 Challenge Cup,228.0,1999-04-13
Jada Talley,2022,5.0,1999-02-20
Jade Moore,2021 Challenge Cup,305.0,1990-10-22
Jaedyn  Shaw,2022,379.0,2004-11-20
Jaelene  Daniels,2022,781.0,1993-05-28
Jaelene  Daniels,2022 Challenge Cup,452.0,1993-05-28
Jaelene  Daniels,2020 Challenge Cup,441.0,1993-05-28
Jaelene  Daniels,2019,2370.0,1993-05-28
Jaelene  Daniels,2018,1959.0,1993-05-28
Jaelene  Daniels,2017,1864.0,1993-05-28
Jaelene  Daniels,2016,1567.0,1993-05-28
Jaelin Howell,2022,1902.0,1999-11-21
Jaelin Howell,2022 Challenge Cup,413.0,1999-11-21
Jami Kranich,2016,810.0,1992-05-27
Jamia Fields,2022,45.0,1993-09-24
Jamia Fields,2021,228.0,1993-09-24
Jamia Fields,2021 Challenge Cup,10.0,1993-09-24
Jamia Fields,2020 Fall Series,23.0,1993-09-24
Jamia Fields,2020 Challenge Cup,10.0,1993-09-24
Jamia Fields,2019,432.0,1993-09-24
Jamia Fields,2017,596.0,1993-09-24
Jamia Fields,2016,627.0,1993-09-24
Jane Campbell,2022,1980.0,1995-02-17
Jane Campbell,2022 Challenge Cup,450.0,1995-02-17
Jane Campbell,2021,1440.0,1995-02-17
Jane Campbell,2021 Challenge Cup,180.0,1995-02-17
Jane Campbell,2020 Fall Series,360.0,1995-02-17
Jane Campbell,2020 Challenge Cup,630.0,1995-02-17
Jane Campbell,2019,2160.0,1995-02-17
Jane Campbell,2018,2160.0,1995-02-17
Jane Campbell,2017,1350.0,1995-02-17
Janelle Kalyn Flaws,2016,45.0,1991-11-15
Janice Cayman,2016,96.0,1988-10-12
Janine Beckie,2022,896.0,1994-08-20
Janine Beckie,2022 Challenge Cup,90.0,1994-08-20
Janine Beckie,2018,1046.0,1994-08-20
Janine Beckie,2017,1758.0,1994-08-20
Janine Beckie,2016,917.0,1994-08-20
Janine van Wyk,2018,1719.0,1987-04-17
Janine van Wyk,2017,1472.0,1987-04-17
Jasmyne Spencer,2022,876.0,1990-08-27
Jasmyne Spencer,2022 Challenge Cup,492.0,1990-08-27
Jasmyne Spencer,2021,523.0,1990-08-27
Jasmyne Spencer,2021 Challenge Cup,10.0,1990-08-27
Jasmyne Spencer,2020 Fall Series,223.0,1990-08-27
Jasmyne Spencer,2020 Challenge Cup,97.0,1990-08-27
Jasmyne Spencer,2019,26.0,1990-08-27
Jasmyne Spencer,2018,1027.0,1990-08-27
Jasmyne Spencer,2017,1108.0,1990-08-27
Jasmyne Spencer,2016,1564.0,1990-08-27
Jaycie Johnson,2022,12.0,1995-04-18
Jaycie Johnson,2022 Challenge Cup,1.0,1995-04-18
Jaycie Johnson,2021,63.0,1995-04-18
Jaycie Johnson,2019,21.0,1995-04-18
Jaycie Johnson,2018,5.0,1995-04-18
Jaye Boissiere,2020 Fall Series,76.0,1996-02-16
Jaye Boissiere,2020 Challenge Cup,64.0,1996-02-16
Jen Buczkowski,2016,426.0,1985-04-04
Jen Hoy,2019,960.0,1991-01-18
Jen Hoy,2018,217.0,1991-01-18
Jen Hoy,2017,692.0,1991-01-18
Jen Hoy,2016,673.0,1991-01-18
Jenna Bike,2022,228.0,1998-02-02
Jenna Hellstrom,2020 Fall Series,162.0,1995-04-02
Jenna Hellstrom,2020 Challenge Cup,54.0,1995-04-02
Jenna Szczesny,2019,16.0,1997-05-17
Jenna Winebrenner,2022,534.0,1999-08-21
Jenna Winebrenner,2022 Challenge Cup,503.0,1999-08-21
Jennifer Cudjoe,2022,298.0,1994-03-07
Jennifer Cudjoe,2022 Challenge Cup,87.0,1994-03-07
Jennifer Cudjoe,2021,798.0,1994-03-07
Jennifer Cudjoe,2021 Challenge Cup,404.0,1994-03-07
Jennifer Cudjoe,2020 Fall Series,237.0,1994-03-07
Jennifer Cudjoe,2020 Challenge Cup,368.0,1994-03-07
Jennifer Skogerboe,2016,210.0,1992-06-08
Jessica Fishlock,2022,1646.0,1987-01-14
Jessica Fishlock,2022 Challenge Cup,546.0,1987-01-14
Jessica Fishlock,2021,1636.0,1987-01-14
Jessica Fishlock,2021 Challenge Cup,196.0,1987-01-14
Jessica Fishlock,2020 Challenge Cup,18.0,1987-01-14
Jessica Fishlock,2019,414.0,1987-01-14
Jessica Fishlock,2018,1626.0,1987-01-14
Jessica Fishlock,2017,1653.0,1987-01-14
Jessica Fishlock,2016,1390.0,1987-01-14
Jessica McDonald,2022,1739.0,1988-02-28
Jessica McDonald,2022 Challenge Cup,360.0,1988-02-28
Jessica McDonald,2021,1438.0,1988-02-28
Jessica McDonald,2021 Challenge Cup,343.0,1988-02-28
Jessica McDonald,2020 Challenge Cup,71.0,1988-02-28
Jessica McDonald,2019,1031.0,1988-02-28
Jessica McDonald,2018,1865.0,1988-02-28
Jessica McDonald,2017,1050.0,1988-02-28
Jessica McDonald,2016,1899.0,1988-02-28
Jessie Scarpa,2020 Fall Series,46.0,1996-05-17
Jill Aguilera,2022,610.0,1998-01-05
Jill Aguilera,2022 Challenge Cup,32.0,1998-01-05
Jimena López,2022,411.0,1999-01-30
Jimena López,2022 Challenge Cup,115.0,1999-01-30
Jimena López,2021,8.0,1999-01-30
Joanna Boyles,2019,1379.0,1995-11-13
Joanna Lohman,2018,429.0,1982-06-26
Joanna Lohman,2017,22.0,1982-06-26
Joanna Lohman,2016,1607.0,1982-06-26
Jodie Taylor,2022,560.0,1986-05-17
Jodie Taylor,2022 Challenge Cup,326.0,1986-05-17
Jodie Taylor,2021,897.0,1986-05-17
Jodie Taylor,2020 Challenge Cup,255.0,1986-05-17
Jodie Taylor,2019,1317.0,1986-05-17
Jodie Taylor,2018,2178.0,1986-05-17
Joelle Anderson,2022,184.0,1998-10-06
Joelle Anderson,2022 Challenge Cup,34.0,1998-10-06
Jordan Baggett,2022 Challenge Cup,45.0,1996-10-28
Jordan Baggett,2021,48.0,1996-10-28
Jordan Baggett,2020 Challenge Cup,191.0,1996-10-28
Jordan Baggett,2019,1747.0,1996-10-28
Jordyn Bloomer,2022 Challenge Cup,90.0,1997-10-14
Jordyn Huitema,2022,848.0,2001-05-08
Jordyn Listro,2022,1232.0,1995-08-10
Jordyn Listro,2021,196.0,1995-08-10
Jordyn Listro,2021 Challenge Cup,100.0,1995-08-10
Jordyn Listro,2020 Fall Series,262.0,1995-08-10
Jorian Baucom,2022 Challenge Cup,53.0,1996-08-04
Jorian Baucom,2021,269.0,1996-08-04
Jorian Baucom,2021 Challenge Cup,44.0,1996-08-04
Josee Belanger,2016,1082.0,1986-05-14
Julia Ashley,2022,149.0,1996-11-11
Julia Ashley,2022 Challenge Cup,218.0,1996-11-11
Julia Ashley,2021,597.0,1996-11-11
Julia Ashley,2021 Challenge Cup,20.0,1996-11-11
Julia Bingham,2020 Challenge Cup,91.0,1998-05-25
Julia Lester,2022,1464.0,1998-01-16
Julia Lester,2022 Challenge Cup,421.0,1998-01-16
Julia Roddar,2022,1189.0,1992-02-16
Julia Roddar,2022 Challenge Cup,588.0,1992-02-16
Julia Roddar,2021,632.0,1992-02-16
Julia Roddar,2021 Challenge Cup,186.0,1992-02-16
Julia Spetsmark,2019,294.0,1989-06-30
Julie Doyle,2022,690.0,1998-08-30
Julie Doyle,2022 Challenge Cup,42.0,1998-08-30
Julie Ertz,2021,29.0,1992-04-06
Julie Ertz,2021 Challenge Cup,180.0,1992-04-06
Julie Ertz,2020 Challenge Cup,450.0,1992-04-06
Julie Ertz,2019,1440.0,1992-04-06
Julie Ertz,2018,1216.0,1992-04-06
Julie Ertz,2017,1932.0,1992-04-06
Julie Ertz,2016,1200.0,1992-04-06
Julie James,2019,1116.0,1996-12-31
Julie King,2019,133.0,1989-10-21
Julie King,2017,1890.0,1989-10-21
Julie King,2016,1524.0,1989-10-21
Jun Endo,2022,1925.0,2000-05-24
Jun Endo,2022 Challenge Cup,495.0,2000-05-24
Jéssica Silva,2021,468.0,1994-12-11
Kailen Sheridan,2022,1830.0,1995-07-16
Kailen Sheridan,2022 Challenge Cup,360.0,1995-07-16
Kailen Sheridan,2021,1530.0,1995-07-16
Kailen Sheridan,2020 Fall Series,315.0,1995-07-16
Kailen Sheridan,2020 Challenge Cup,540.0,1995-07-16
Kailen Sheridan,2019,1710.0,1995-07-16
